Date,Temp,Precipitation,Snowfall,Fog,Ice,Crashes
2016-03-12,59,0,0,No,No,10
2016-03-13,60.1,0.89,0,Yes,No,10
2016-03-14,57.9,1.87,0,Yes,No,13
2016-03-15,55,0,0,Yes,No,15
2016-03-16,57,0,0,No,No,20
2016-03-17,46,0,0,No,No,12
2016-03-18,48,0,0,No,No,10
2016-03-19,43,0.03,0,Yes,No,4
2016-03-20,39.9,0.09,0,Yes,No,10
2016-03-21,37,0,0,Yes,No,10
2016-03-22,32,0,0,No,No,12
2016-03-23,48,0,0,No,No,11
2016-03-24,54,0,0,No,No,16
2016-03-25,64,0.04,0,Yes,No,9
2016-03-26,55,0.06,0,Yes,No,7
2016-03-27,54,0.73,0,Yes,No,6
2016-03-28,54,0.08,0,Yes,No,17
2016-03-29,45,0,0,No,No,9
2016-03-30,42.1,0,0,No,No,2
2016-03-31,55,0,0,No,No,14
2016-04-01,66.9,0.01,0,No,No,9
2016-04-02,55.9,0.25,0,Yes,No,8
2016-04-03,44.1,0,0,No,No,8
2016-04-04,46,0,0,No,No,9
2016-04-05,37,0,0,No,No,13
2016-04-06,29.1,0,0,No,No,10
2016-04-07,53.1,0.09,0,No,No,13
2016-04-08,41,0,0,No,No,9
2016-04-09,37.9,0,0,No,No,9
2016-04-10,29.1,0,0,No,No,7
2016-04-11,46.9,0,0,No,No,14
2016-04-12,55,0.85,0,Yes,No,14
2016-04-13,45,0,0,No,No,15
2016-04-14,37.9,0,0,No,No,11
2016-04-15,39.9,0,0,No,No,10
2016-04-16,35.1,0,0,No,No,8
2016-04-17,37,0,0,No,No,10
2016-04-18,42.1,0,0,No,No,10
2016-04-19,53.1,0,0,No,No,15
2016-04-20,57,0,0,No,No,8
2016-04-21,53.1,0,0,No,No,10
2016-04-22,62.1,1.02,0,Yes,No,13
2016-04-23,61,0,0,Yes,No,11
2016-04-24,50,0,0,No,No,11
2016-04-25,53.1,0,0,No,No,11
2016-04-26,59,0,0,No,No,16
2016-04-27,64,0.52,0,Yes,No,10
2016-04-28,64,0.24,0,Yes,No,16
2016-04-29,60.1,0,0,Yes,No,17
2016-04-30,57.9,0,0,Yes,No,8
2016-05-01,59,0.18,0,Yes,No,11
2016-05-02,66,0.09,0,Yes,No,16
2016-05-03,63,0.44,0,Yes,No,22
2016-05-04,55,0,0,Yes,No,12
2016-05-05,48.9,0.68,0,Yes,No,11
2016-05-06,50,0.68,0,Yes,No,20
2016-05-07,50,0,0,No,No,10
2016-05-08,60.1,0,0,No,No,7
2016-05-09,57.9,0.12,0,Yes,No,12
2016-05-10,64.9,0,0,Yes,No,11
2016-05-11,63,0,0,Yes,No,12
2016-05-12,64,0.56,0,Yes,No,11
2016-05-13,59,0,0,Yes,No,19
2016-05-14,52,0,0,Yes,No,9
2016-05-15,48,0,0,No,No,3
2016-05-16,42.1,0,0,No,No,10
2016-05-17,57,0.27,0,Yes,No,19
2016-05-18,57,0.1,0,Yes,No,6
2016-05-19,57,0.07,0,Yes,No,10
2016-05-20,55.9,0,0,No,No,16
2016-05-21,62.1,0.3,0,Yes,No,11
2016-05-22,53.1,0.22,0,Yes,No,14
2016-05-23,51.1,0.02,0,Yes,No,11
2016-05-24,50,0,0,No,No,20
2016-05-25,59,0,0,No,No,10
2016-05-26,64,0,0,No,No,10
2016-05-27,68,0,0,No,No,12
2016-05-28,59,0,0,No,No,5
2016-05-29,64.9,1.95,0,Yes,No,8
2016-05-30,66,0.5,0,Yes,No,8
2016-05-31,70,0,0,Yes,No,12
2016-06-01,66.9,0,0,Yes,No,21
2016-06-02,70,0,0,No,No,15
2016-06-03,70,0.07,0,Yes,No,9
2016-06-04,69.1,0.61,0,Yes,No,13
2016-06-05,70,0.69,0,Yes,No,11
2016-06-06,71.1,0.04,0,Yes,No,8
2016-06-07,66.9,0.05,0,Yes,No,13
2016-06-08,57.9,0,0,No,No,18
2016-06-09,52,0,0,No,No,9
2016-06-10,59,0,0,No,No,22
2016-06-11,69.1,0,0,No,No,8
2016-06-12,70,0,0,Yes,No,9
2016-06-13,62.1,0,0,No,No,19
2016-06-14,59,0,0,No,No,7
2016-06-15,70,0.45,0,Yes,No,18
2016-06-16,73,0,0,Yes,No,17
2016-06-17,66.9,0.1,0,Yes,No,14
2016-06-18,59,0,0,No,No,13
2016-06-19,55.9,0,0,No,No,8
2016-06-20,55.9,0,0,No,No,10
2016-06-21,66.9,0,0,No,No,7
2016-06-22,72,0.12,0,Yes,No,10
2016-06-23,66.9,1.62,0,Yes,No,12
2016-06-24,69.1,0.1,0,Yes,No,12
2016-06-25,71.1,0,0,Yes,No,10
2016-06-26,64,0,0,Yes,No,13
2016-06-27,64.9,0,0,No,No,14
2016-06-28,71.1,1.25,0,Yes,No,7
2016-06-29,69.1,0.91,0,Yes,No,9
2016-06-30,69.1,0.01,0,Yes,No,13
2016-07-01,72,0,0,Yes,No,13
2016-07-02,71.1,1.66,0,Yes,No,9
2016-07-03,70,1.48,0,Yes,No,4
2016-07-04,69.1,0.02,0,Yes,No,8
2016-07-05,73,0.42,0,Yes,No,11
2016-07-06,72,0,0,No,No,9
2016-07-07,73,0.06,0,Yes,No,12
2016-07-08,71.1,0.25,0,Yes,No,13
2016-07-09,68,0,0,No,No,4
2016-07-10,69.1,0,0,No,No,4
2016-07-11,73,0,0,No,No,9
2016-07-12,70,0.37,0,Yes,No,6
2016-07-13,72,0,0,No,No,7
2016-07-14,73,0,0,Yes,No,16
2016-07-15,71.1,1.58,0,Yes,No,12
2016-07-16,70,1.98,0,Yes,No,8
2016-07-17,68,0,0,Yes,No,7
2016-07-18,72,0,0,No,No,10
2016-07-19,73.9,0,0,No,No,13
2016-07-20,70,0,0,No,No,16
2016-07-21,70,0,0,No,No,12
2016-07-22,73,0,0,No,No,15
2016-07-23,72,0,0,No,No,10
2016-07-24,73.9,0,0,Yes,No,7
2016-07-25,77,0,0,No,No,17
2016-07-26,75,0.13,0,Yes,No,14
2016-07-27,75.9,0,0,Yes,No,7
2016-07-28,73.9,0,0,No,No,17
2016-07-29,75,0,0,No,No,10
2016-07-30,73.9,0.03,0,Yes,No,10
2016-07-31,72,0.13,0,Yes,No,13
2016-08-01,73,0.04,0,No,No,9
2016-08-02,73,0.28,0,Yes,No,11
2016-08-03,73,0,0,Yes,No,10
2016-08-04,69.1,1.02,0,Yes,No,10
2016-08-05,73,0.18,0,Yes,No,18
2016-08-06,73.9,0,0,Yes,No,9
2016-08-07,73.9,0.39,0,Yes,No,13
2016-08-08,73,0.54,0,Yes,No,14
2016-08-09,75,0,0,Yes,No,19
2016-08-10,73,0,0,No,No,18
2016-08-11,73.9,0,0,No,No,15
2016-08-12,75.9,0,0,No,No,22
2016-08-13,77,0,0,No,No,18
2016-08-14,77,0,0,No,No,15
2016-08-15,75,0,0,No,No,15
2016-08-16,75,0,0,No,No,10
2016-08-17,75,0,0,No,No,20
2016-08-18,73.9,0,0,No,No,11
2016-08-19,75,0.38,0,Yes,No,17
2016-08-20,73.9,0,0,Yes,No,8
2016-08-21,73.9,0,0,Yes,No,8
2016-08-22,66.9,0,0,No,No,14
2016-08-23,64.9,0,0,No,No,10
2016-08-24,64,0,0,No,No,5
2016-08-25,64.9,0,0,No,No,9
2016-08-26,72,0,0,No,No,18
2016-08-27,75,0.18,0,Yes,No,8
2016-08-28,71.1,0,0,Yes,No,10
2016-08-29,69.1,0,0,No,No,10
2016-08-30,66.9,0,0,No,No,14
2016-08-31,71.1,0,0,No,No,11
2016-09-01,71.1,0.01,0,Yes,No,17
2016-09-02,64,1.13,0,Yes,No,15
2016-09-03,64,0.44,0,Yes,No,4
2016-09-04,61,0,0,Yes,No,7
2016-09-05,57.9,0,0,Yes,No,8
2016-09-06,61,0,0,No,No,10
2016-09-07,66.9,0,0,No,No,17
2016-09-08,68,0,0,No,No,15
2016-09-09,71.1,0,0,No,No,16
2016-09-10,73.9,0,0,No,No,7
2016-09-11,72,0,0,No,No,6
2016-09-12,69.1,0,0,No,No,13
2016-09-13,64,0,0,No,No,11
2016-09-14,66,0,0,Yes,No,13
2016-09-15,66,0,0,No,No,15
2016-09-16,68,0,0,No,No,12
2016-09-17,66,0,0,Yes,No,14
2016-09-18,71.1,0.06,0,Yes,No,9
2016-09-19,71.1,1.3,0,Yes,No,15
2016-09-20,71.1,0.02,0,Yes,No,17
2016-09-21,70,0.49,0,Yes,No,10
2016-09-22,71.1,0.23,0,Yes,No,17
2016-09-23,66.9,0,0,Yes,No,12
2016-09-24,64,0,0,Yes,No,11
2016-09-25,69.1,0,0,Yes,No,4
2016-09-26,64.9,0.02,0,Yes,No,7
2016-09-27,66.9,0,0,No,No,13
2016-09-28,66,0.45,0,Yes,No,20
2016-09-29,64.9,0.32,0,Yes,No,15
2016-09-30,71.1,0.14,0,Yes,No,21
2016-10-01,66,0,0,Yes,No,7
2016-10-02,62.1,0,0,Yes,No,10
2016-10-03,62.1,0,0,Yes,No,11
2016-10-04,62.1,0,0,Yes,No,9
2016-10-05,60.1,0,0,No,No,13
2016-10-06,59,0.02,0,Yes,No,11
2016-10-07,64.9,0.36,0,Yes,No,20
2016-10-08,63,6.45,0,Yes,No,5
2016-10-09,52,0.13,0,No,No,11
2016-10-10,45,0,0,No,No,15
2016-10-11,43,0,0,Yes,No,15
2016-10-12,48,0,0,Yes,No,12
2016-10-13,48,0,0,Yes,No,20
2016-10-14,53.1,0,0,No,No,12
2016-10-15,52,0,0,No,No,15
2016-10-16,51.1,0,0,Yes,No,8
2016-10-17,57,0,0,Yes,No,18
2016-10-18,60.1,0,0,No,No,15
2016-10-19,62.1,0,0,No,No,18
2016-10-20,61,0,0,Yes,No,15
2016-10-21,55.9,0,0,Yes,No,18
2016-10-22,42.1,0,0,No,No,15
2016-10-23,39.9,0,0,No,No,11
2016-10-24,46.9,0,0,No,No,19
2016-10-25,44.1,0,0,No,No,17
2016-10-26,39,0,0,Yes,No,14
2016-10-27,46.9,0.14,0,Yes,No,16
2016-10-28,54,0,0,Yes,No,24
2016-10-29,48,0,0,Yes,No,10
2016-10-30,55.9,0,0,Yes,No,12
2016-10-31,54,0,0,No,No,19
2016-11-01,52,0,0,No,No,10
2016-11-02,50,0,0,Yes,No,17
2016-11-03,55.9,0.01,0,Yes,No,13
2016-11-04,45,0.07,0,Yes,No,13
2016-11-05,37.9,0,0,No,No,14
2016-11-06,37,0,0,Yes,No,5
2016-11-07,37.9,0,0,Yes,No,20
2016-11-08,33.1,0,0,Yes,No,9
2016-11-09,46.9,0,0,No,No,9
2016-11-10,37,0,0,No,No,14
2016-11-11,36,0,0,No,No,13
2016-11-12,30.2,0,0,No,No,12
2016-11-13,24.3,0.06,0,Yes,No,3
2016-11-14,44.1,0.27,0,Yes,No,10
2016-11-15,37,0,0,Yes,No,15
2016-11-16,35.1,0,0,Yes,No,14
2016-11-17,37,0,0,Yes,No,18
2016-11-18,39,0,0,Yes,No,15
2016-11-19,42.1,0,0,Yes,No,10
2016-11-20,31.1,0,0,No,No,10
2016-11-21,27.1,0,0,No,No,12
2016-11-22,27.1,0,0,No,No,21
2016-11-23,28.2,0,0,No,No,21
2016-11-24,46.9,0.06,0,Yes,No,10
2016-11-25,52,0,0,Yes,No,7
2016-11-26,32,0,0,Yes,No,6
2016-11-27,27.1,0,0,No,No,8
2016-11-28,31.1,0,0,No,No,12
2016-11-29,57.9,0.06,0,Yes,No,19
2016-11-30,64.9,0.07,0,Yes,No,10
2016-12-01,46,0,0,No,No,15
2016-12-02,33.1,0,0,No,No,17
2016-12-03,33.1,0,0,No,No,13
2016-12-04,41,0.32,0,Yes,No,12
2016-12-05,42.1,0.41,0,Yes,No,16
2016-12-06,43,0.56,0,Yes,No,19
2016-12-07,37,0,0,Yes,No,21
2016-12-08,37.9,0,0,No,No,10
2016-12-09,27.1,0,0,No,No,15
2016-12-10,20.1,0,0,No,No,21
2016-12-11,23.2,0,0,Yes,No,9
2016-12-12,37,0.03,0,Yes,No,18
2016-12-13,37.9,0,0,Yes,No,16
2016-12-14,34,0,0,No,No,17
2016-12-15,24.3,0,0,No,No,15
2016-12-16,19.2,0.01,0,No,No,17
2016-12-17,28.2,0.01,0,Yes,No,32
2016-12-18,43,0.22,0,Yes,No,11
2016-12-19,34,0.21,0,Yes,No,22
2016-12-20,29.1,0,0,No,No,10
2016-12-21,27.1,0,0,Yes,No,12
2016-12-22,37.9,0,0,No,No,18
2016-12-23,29.1,0,0,No,No,22
2016-12-24,43,0.02,0,Yes,No,7
2016-12-25,48,0,0,No,No,1
2016-12-26,46.9,0.04,0,Yes,No,9
2016-12-27,52,0.01,0,Yes,No,10
2016-12-28,36,0,0,Yes,No,13
2016-12-29,39,0.35,0,Yes,No,8
2016-12-30,28.2,0,0,No,No,12
2016-12-31,23.2,0,0,No,No,7
