Date,Temp,Precipitation,Snowfall,Fog,Ice,Crashes
2017-03-18,44.1,0.5,0,Yes,No,10
2017-03-19,36,0,0,No,No,3
2017-03-20,30.2,0,0,Yes,No,11
2017-03-21,50,0.2,0,Yes,No,8
2017-03-22,39,0,0,No,No,15
2017-03-23,31.1,0,0,No,No,19
2017-03-24,37,0,0,No,No,11
2017-03-25,52,0,0,No,No,11
2017-03-26,52,0,0,No,No,8
2017-03-27,59,0.06,0,Yes,No,13
2017-03-28,60.1,0.06,0,Yes,No,14
2017-03-29,55,0,0,No,No,14
2017-03-30,55,0,0,No,No,8
2017-03-31,57.9,0.42,0,Yes,No,13
2017-04-01,48.9,0,0,No,No,11
2017-04-02,48.9,0,0,No,No,8
2017-04-03,50,0.4,0,Yes,No,17
2017-04-04,63,0,0,No,No,12
2017-04-05,53.1,0.32,0,Yes,No,9
2017-04-06,50,0.09,0,Yes,No,16
2017-04-07,43,0,0,No,No,21
2017-04-08,34,0,0,No,No,7
2017-04-09,37.9,0,0,No,No,5
2017-04-10,48.9,0,0,No,No,9
2017-04-11,55,0,0,No,No,11
2017-04-12,55.9,0,0,No,No,19
2017-04-13,54,0,0,No,No,10
2017-04-14,53.1,0,0,Yes,No,7
2017-04-15,61,0,0,No,No,10
2017-04-16,60.1,0,0,No,No,7
2017-04-17,62.1,0.05,0,Yes,No,12
2017-04-18,61,0.03,0,Yes,No,10
2017-04-19,55,0,0,Yes,No,9
2017-04-20,55.9,0,0,Yes,No,14
2017-04-21,63,0.21,0,Yes,No,13
2017-04-22,55.9,0.09,0,Yes,No,7
2017-04-23,53.1,0.77,0,Yes,No,13
2017-04-24,53.1,4.51,0,Yes,No,18
2017-04-25,57.9,2.17,0,Yes,No,16
2017-04-26,55.9,0,0,No,No,8
2017-04-27,62.1,0,0,No,No,12
2017-04-28,69.1,0,0,No,No,14
2017-04-29,72,0,0,No,No,17
2017-04-30,70,0.02,0,Yes,No,7
2017-05-01,68,0.29,0,Yes,No,11
2017-05-02,60.1,0,0,No,No,18
2017-05-03,53.1,0,0,No,No,15
2017-05-04,57,0.29,0,Yes,No,8
2017-05-05,55.9,1.48,0,Yes,No,13
2017-05-06,53.1,0.02,0,No,No,13
2017-05-07,45,0,0,No,No,6
2017-05-08,43,0,0,No,No,11
2017-05-09,43,0.01,0,Yes,No,19
2017-05-10,57,0.45,0,Yes,No,24
2017-05-11,61,0.48,0,Yes,No,14
2017-05-12,54,0.07,0,Yes,No,6
2017-05-13,52,0.23,0,Yes,No,7
2017-05-14,48.9,0,0,Yes,No,12
2017-05-15,60.1,0,0,No,No,11
2017-05-16,57,0,0,No,No,14
2017-05-17,66,0,0,No,No,14
2017-05-18,66,0,0,No,No,16
2017-05-19,68,0,0,No,No,13
2017-05-20,66.9,0,0,No,No,17
2017-05-21,60.1,0,0,Yes,No,8
2017-05-22,68,0.3,0,Yes,No,10
2017-05-23,66.9,0.69,0,Yes,No,20
2017-05-24,64.9,0.29,0,Yes,No,13
2017-05-25,60.1,0.82,0,Yes,No,12
2017-05-26,59,0,0,No,No,18
2017-05-27,61,0,0,No,No,9
2017-05-28,66.9,0.08,0,Yes,No,8
2017-05-29,64,0.08,0,Yes,No,4
2017-05-30,68,0.06,0,Yes,No,12
2017-05-31,68,0,0,No,No,12
2017-06-01,62.1,0,0,No,No,12
2017-06-02,61,0,0,No,No,14
2017-06-03,57,0,0,No,No,8
2017-06-04,61,0.38,0,Yes,No,6
2017-06-05,66.9,1.54,0,Yes,No,18
2017-06-06,64,0,0,Yes,No,19
2017-06-07,59,0,0,No,No,14
2017-06-08,55,0,0,No,No,12
2017-06-09,53.1,0,0,No,No,12
2017-06-10,61,0,0,No,No,3
2017-06-11,66.9,0,0,No,No,3
2017-06-12,66.9,0,0,No,No,12
2017-06-13,66.9,0,0,No,No,7
2017-06-14,66,0,0,No,No,17
2017-06-15,70,0,0,No,No,12
2017-06-16,70,2.3,0,Yes,No,8
2017-06-17,72,0.21,0,Yes,No,8
2017-06-18,73.9,0.17,0,No,No,12
2017-06-19,70,0.09,0,Yes,No,15
2017-06-20,66.9,0.72,0,Yes,No,11
2017-06-21,66,0.2,0,Yes,No,14
2017-06-22,71.1,0,0,No,No,15
2017-06-23,73,0.04,0,Yes,No,13
2017-06-24,71.1,0.46,0,Yes,No,12
2017-06-25,66.9,0,0,Yes,No,9
2017-06-26,60.1,0,0,No,No,14
2017-06-27,59,0,0,No,No,11
2017-06-28,57,0,0,No,No,12
2017-06-29,60.1,0,0,No,No,13
2017-06-30,69.1,0.05,0,Yes,No,20
2017-07-01,73,0,0,No,No,6
2017-07-02,71.1,0,0,No,No,8
2017-07-03,70,0.15,0,Yes,No,5
2017-07-04,71.1,0.84,0,Yes,No,4
2017-07-05,70,0.47,0,Yes,No,7
2017-07-06,68,0,0,Yes,No,11
2017-07-07,73,0,0,No,No,11
2017-07-08,71.1,0.05,0,Yes,No,11
2017-07-09,69.1,0,0,No,No,3
2017-07-10,70,0,0,No,No,9
2017-07-11,71.1,0,0,No,No,10
2017-07-12,75,0,0,No,No,13
2017-07-13,78.1,0,0,No,No,10
2017-07-14,77,0,0,No,No,11
2017-07-15,75,0,0,No,No,4
2017-07-16,73,0.05,0,Yes,No,7
2017-07-17,71.1,0.02,0,No,No,11
2017-07-18,71.1,0,0,No,No,16
2017-07-19,66.9,0,0,No,No,9
2017-07-20,71.1,0,0,No,No,14
2017-07-21,73.9,0,0,No,No,9
2017-07-22,75.9,0,0,Yes,No,5
2017-07-23,71.1,0.56,0,Yes,No,7
2017-07-24,71.1,0,0,No,No,14
2017-07-25,73.9,0,0,Yes,No,11
2017-07-26,72,0,0,No,No,18
2017-07-27,72,0.02,0,No,No,5
2017-07-28,75,0.21,0,Yes,No,8
2017-07-29,70,0.01,0,Yes,No,7
2017-07-30,63,0,0,No,No,7
2017-07-31,57.9,0,0,No,No,10
2017-08-01,60.1,0,0,No,No,17
2017-08-02,66,0,0,No,No,18
2017-08-03,68,0,0,No,No,11
2017-08-04,68,0,0,No,No,10
2017-08-05,68,0,0,No,No,3
2017-08-06,64.9,0,0,No,No,2
2017-08-07,73.9,0.04,0,Yes,No,7
2017-08-08,68,1.5,0,Yes,No,16
2017-08-09,66.9,0,0,No,No,14
2017-08-10,63,0,0,Yes,No,16
2017-08-11,73,1.2,0,Yes,No,11
2017-08-12,73,0.48,0,Yes,No,5
2017-08-13,73,0.73,0,Yes,No,10
2017-08-14,73,0.21,0,Yes,No,11
2017-08-15,75.9,0.07,0,Yes,No,15
2017-08-16,73.9,0,0,Yes,No,20
2017-08-17,75,0.24,0,Yes,No,9
2017-08-18,75,0.01,0,Yes,No,23
2017-08-19,73,0.05,0,Yes,No,11
2017-08-20,71.1,0,0,Yes,No,2
2017-08-21,71.1,0,0,Yes,No,10
2017-08-22,73.9,0,0,Yes,No,16
2017-08-23,73.9,0.21,0,Yes,No,14
2017-08-24,71.1,0,0,No,No,13
2017-08-25,68,0,0,Yes,No,17
2017-08-26,68,0,0,No,No,14
2017-08-27,63,0,0,No,No,9
2017-08-28,62.1,0.03,0,Yes,No,16
2017-08-29,64,0.22,0,Yes,No,8
2017-08-30,59,0,0,No,No,13
2017-08-31,69.1,0.01,0,No,No,15
2017-09-01,64,1.06,0,Yes,No,9
2017-09-02,61,0,0,Yes,No,11
2017-09-03,62.1,0,0,Yes,No,6
2017-09-04,59,0,0,No,No,3
2017-09-05,64,0.06,0,Yes,No,10
2017-09-06,61,0.52,0,Yes,No,14
2017-09-07,53.1,0,0,Yes,No,18
2017-09-08,51.1,0,0,No,No,15
2017-09-09,53.1,0,0,No,No,9
2017-09-10,51.1,0,0,No,No,5
2017-09-11,57.9,0.01,0,No,No,12
2017-09-12,63,0.63,0,Yes,No,11
2017-09-13,61,0,0,Yes,No,18
2017-09-14,64,0,0,Yes,No,12
2017-09-15,63,0,0,Yes,No,19
2017-09-16,62.1,0,0,Yes,No,4
2017-09-17,63,0,0,Yes,No,4
2017-09-18,64.9,0,0,Yes,No,8
2017-09-19,64,0,0,No,No,10
2017-09-20,62.1,0,0,Yes,No,13
2017-09-21,64.9,0,0,No,No,12
2017-09-22,61,0,0,Yes,No,15
2017-09-23,61,0,0,Yes,No,10
2017-09-24,63,0,0,No,No,2
2017-09-25,63,0,0,No,No,16
2017-09-26,69.1,0,0,No,No,11
2017-09-27,68,0,0,No,No,13
2017-09-28,63,0,0,No,No,20
2017-09-29,60.1,0,0,No,No,14
2017-09-30,54,0,0,No,No,13
2017-10-01,48,0,0,No,No,13
2017-10-02,46.9,0,0,No,No,14
2017-10-03,50,0,0,No,No,14
2017-10-04,50,0,0,Yes,No,19
2017-10-05,54,0,0,Yes,No,22
2017-10-06,55,0,0,Yes,No,15
2017-10-07,59,0.15,0,Yes,No,11
2017-10-08,73.9,0.02,0,No,No,10
2017-10-09,73.9,0.09,0,Yes,No,12
2017-10-10,75,0,0,Yes,No,11
2017-10-11,73,1.12,0,Yes,No,19
2017-10-12,64.9,0,0,Yes,No,15
2017-10-13,63,0,0,Yes,No,15
2017-10-14,62.1,0,0,Yes,No,6
2017-10-15,62.1,0,0,Yes,No,9
2017-10-16,51.1,0.25,0,Yes,No,10
2017-10-17,42.1,0,0,No,No,25
2017-10-18,37,0,0,Yes,No,12
2017-10-19,42.1,0,0,No,No,17
2017-10-20,43,0,0,Yes,No,10
2017-10-21,48,0,0,Yes,No,11
2017-10-22,51.1,0,0,Yes,No,12
2017-10-23,61,1.12,0,Yes,No,13
2017-10-24,52,0,0,Yes,No,14
2017-10-25,42.1,0,0,No,No,14
2017-10-26,39.9,0,0,No,No,15
2017-10-27,37.9,0,0,No,No,16
2017-10-28,46.9,0.76,0,Yes,No,9
2017-10-29,41,0.78,0,Yes,No,8
2017-10-30,36,0,0,No,No,12
2017-10-31,39,0,0,No,No,17
2017-11-01,46,0,0,No,No,15
2017-11-02,55,0,0,No,No,14
2017-11-03,52,0,0,Yes,No,27
2017-11-04,55.9,0,0,No,No,9
2017-11-05,51.1,0,0,Yes,No,5
2017-11-06,53.1,0,0,Yes,No,11
2017-11-07,44.1,0.1,0,Yes,No,16
2017-11-08,43,0.13,0,Yes,No,7
2017-11-09,45,0.27,0,Yes,No,20
2017-11-10,35.1,0,0,Yes,No,20
2017-11-11,28.2,0,0,No,No,16
2017-11-12,28.2,0.03,0,Yes,No,8
2017-11-13,42.1,0.64,0,Yes,No,14
2017-11-14,43,0,0,No,No,13
2017-11-15,33.1,0,0,No,No,16
2017-11-16,36,0,0,Yes,No,13
2017-11-17,34,0,0,No,No,19
2017-11-18,33.1,0,0,No,No,10
2017-11-19,34,0.08,0,Yes,No,10
2017-11-20,28.2,0,0,No,No,10
2017-11-21,30.2,0,0,No,No,14
2017-11-22,42.1,0.03,0,No,No,13
2017-11-23,29.1,0,0,No,No,6
2017-11-24,26.2,0,0,No,No,12
2017-11-25,29.1,0,0,No,No,8
2017-11-26,33.1,0,0,No,No,6
2017-11-27,26.2,0,0,No,No,14
