Date,Temp,Precipitation,Snowfall,Fog,Ice,Crashes
2013-06-01,66.9,0,0,No,No,6
2013-06-02,68,0.11,0,Yes,No,2
2013-06-03,64,0.45,0,No,No,9
2013-06-04,64,0,0,Yes,No,13
2013-06-05,64,0,0,No,No,6
2013-06-06,66,0.38,0,Yes,No,11
2013-06-07,68,5.14,0,No,No,21
2013-06-08,66,0.04,0,Yes,No,9
2013-06-09,66.9,0.02,0,Yes,No,10
2013-06-10,70,0.66,0,No,No,17
2013-06-11,70,0,0,No,No,14
2013-06-12,64,0,0,No,No,17
2013-06-13,68,0.05,0,No,No,16
2013-06-14,59,0,0,No,No,11
2013-06-15,57,0,0,Yes,No,9
2013-06-16,62.1,0,0,No,No,4
2013-06-17,71.1,0,0,No,No,12
2013-06-18,69.1,0.14,0,Yes,No,10
2013-06-19,64.9,0,0,Yes,No,16
2013-06-20,63,0,0,No,No,5
2013-06-21,55,0,0,No,No,12
2013-06-22,69.1,0,0,Yes,No,3
2013-06-23,66.9,0.04,0,No,No,6
2013-06-24,71.1,0,0,No,No,7
2013-06-25,70,0.01,0,No,No,12
2013-06-26,69.1,0.29,0,No,No,6
2013-06-27,66.9,0,0,Yes,No,10
2013-06-28,69.1,1.66,0,No,No,10
2013-06-29,68,0.1,0,No,No,6
2013-06-30,68,0.99,0,No,No,2
2013-07-01,69.1,0.72,0,Yes,No,8
2013-07-02,72,0.3,0,No,No,10
2013-07-03,73,0,0,No,No,11
2013-07-04,73,0,0,No,No,6
2013-07-05,72,0,0,Yes,No,10
2013-07-06,73,0.01,0,No,No,8
2013-07-07,70,0,0,No,No,4
2013-07-08,72,0,0,No,No,7
2013-07-09,72,0,0,No,No,14
2013-07-10,73,0.04,0,No,No,15
2013-07-11,72,0.2,0,No,No,8
2013-07-12,70,0.05,0,Yes,No,11
2013-07-13,70,0.53,0,Yes,No,7
2013-07-14,70,0,0,No,No,5
2013-07-15,69.1,0,0,Yes,No,16
2013-07-16,69.1,0,0,No,No,12
2013-07-17,73.9,0,0,No,No,9
2013-07-18,73,0,0,No,No,4
2013-07-19,75,0,0,Yes,No,13
2013-07-20,73.9,0,0,No,No,13
2013-07-21,73,0,0,No,No,2
2013-07-22,72,0,0,No,No,15
2013-07-23,73.9,0,0,No,No,13
2013-07-24,71.1,0.5,0,No,No,1
2013-07-25,66,0,0,No,No,7
2013-07-26,62.1,0,0,No,No,7
2013-07-27,68,0.13,0,Yes,No,3
2013-07-28,69.1,0.46,0,No,No,12
2013-07-29,69.1,0.03,0,No,No,8
2013-07-30,62.1,0,0,No,No,7
2013-07-31,70,0.51,0,No,No,5
2013-08-01,70,0,0,No,No,9
2013-08-02,66.9,0.77,0,No,No,7
2013-08-03,70,2.3,0,No,No,7
2013-08-04,66,0,0,Yes,No,6
2013-08-05,64,0,0,No,No,7
2013-08-06,66.9,0.14,0,Yes,No,8
2013-08-07,70,0,0,No,No,13
2013-08-08,72,0,0,No,No,10
2013-08-09,73.9,0,0,No,No,11
2013-08-10,73,0.08,0,No,No,9
2013-08-11,71.1,0,0,Yes,No,5
2013-08-12,73,0.66,0,No,No,10
2013-08-13,71.1,0.08,0,No,No,16
2013-08-14,61,0,0,No,No,9
2013-08-15,59,0,0,No,No,12
2013-08-16,59,0,0,No,No,8
2013-08-17,64,0.19,0,Yes,No,8
2013-08-18,66.9,0.05,0,No,No,6
2013-08-19,66.9,0.6,0,Yes,No,6
2013-08-20,68,0,0,Yes,No,10
2013-08-21,70,0.01,0,No,No,17
2013-08-22,70,0,0,No,No,13
2013-08-23,66.9,0,0,No,No,5
2013-08-24,64.9,0,0,No,No,15
2013-08-25,60.1,0,0,Yes,No,8
2013-08-26,55,0,0,Yes,No,19
2013-08-27,62.1,0,0,No,No,11
2013-08-28,70,0,0,No,No,8
2013-08-29,72,0,0,No,No,13
2013-08-30,64.9,0,0,Yes,No,8
2013-08-31,68,0,0,Yes,No,10
2013-09-01,71.1,1.16,0,No,No,7
2013-09-02,70,0,0,Yes,No,8
2013-09-03,71.1,0.3,0,No,No,7
2013-09-04,68,0,0,No,No,14
2013-09-05,64.9,0,0,Yes,No,12
2013-09-06,64,0,0,No,No,15
2013-09-07,59,0,0,Yes,No,4
2013-09-08,63,0,0,No,No,6
2013-09-09,64,0,0,No,No,8
2013-09-10,68,0,0,Yes,No,15
2013-09-11,68,0,0,Yes,No,8
2013-09-12,70,0,0,No,No,17
2013-09-13,64.9,0,0,No,No,16
2013-09-14,57.9,0,0,No,No,7
2013-09-15,53.1,0,0,No,No,4
2013-09-16,66,0.06,0,Yes,No,15
2013-09-17,57.9,0,0,No,No,9
2013-09-18,51.1,0,0,No,No,12
2013-09-19,54,0,0,No,No,7
2013-09-20,62.1,0.19,0,Yes,No,14
2013-09-21,66,0.77,0,Yes,No,11
2013-09-22,57,0.43,0,Yes,No,6
2013-09-23,54,0,0,No,No,5
2013-09-24,53.1,0,0,No,No,15
2013-09-25,53.1,0,0,Yes,No,10
2013-09-26,57,0,0,No,No,13
2013-09-27,52,0,0,No,No,11
2013-09-28,50,0,0,Yes,No,5
2013-09-29,52,0,0,Yes,No,2
2013-09-30,51.1,0,0,No,No,11
2013-10-01,51.1,0,0,No,No,10
2013-10-02,57,0,0,Yes,No,5
2013-10-03,59,0,0,No,No,19
2013-10-04,62.1,0,0,No,No,8
2013-10-05,61,0,0,Yes,No,7
2013-10-06,63,0,0,No,No,6
2013-10-07,63,0.86,0,No,No,10
2013-10-08,57.9,0,0,No,No,9
2013-10-09,54,0.19,0,Yes,No,9
2013-10-10,53.1,0.14,0,Yes,No,8
2013-10-11,59,0.02,0,Yes,No,13
2013-10-12,61,0.01,0,Yes,No,12
2013-10-13,62.1,0.07,0,Yes,No,9
2013-10-14,55.9,0.11,0,Yes,No,8
2013-10-15,54,0,0,Yes,No,13
2013-10-16,61,0,0,Yes,No,10
2013-10-17,60.1,0,0,Yes,No,9
2013-10-18,55.9,0,0,No,No,9
2013-10-19,57.9,0.01,0,Yes,No,5
2013-10-20,43,0,0,Yes,No,7
2013-10-21,39,0,0,Yes,No,12
2013-10-22,51.1,0,0,Yes,No,5
2013-10-23,46,0,0,Yes,No,11
2013-10-24,35.1,0,0,No,No,9
2013-10-25,33.1,0,0,No,No,20
2013-10-26,29.1,0,0,Yes,No,10
2013-10-27,39.9,0,0,No,No,10
2013-10-28,45,0,0,No,No,11
2013-10-29,50,0,0,Yes,No,12
2013-10-30,55,0,0,Yes,No,17
2013-10-31,57.9,0,0,No,No,10
2013-11-01,60.1,1.23,0,Yes,No,18
2013-11-02,50,0,0,Yes,No,12
2013-11-03,39.9,0,0,No,No,3
2013-11-04,35.1,0,0,No,No,15
2013-11-05,37,0,0,No,No,7
2013-11-06,44.1,0,0,No,No,10
2013-11-07,46,0.03,0,No,No,8
2013-11-08,33.1,0,0,No,No,15
2013-11-09,30.2,0,0,No,No,5
2013-11-10,37.9,0,0,No,No,9
2013-11-11,32,0,0,No,No,11
2013-11-12,35.1,0.01,0,Yes,No,14
2013-11-13,26.2,0,0,No,No,15
2013-11-14,25.2,0,0,No,No,17
2013-11-15,30.2,0,0,Yes,No,11
2013-11-16,50,0,0,No,No,18
2013-11-17,52,0.08,0,No,No,9
2013-11-18,54,0.06,0,No,No,18
2013-11-19,41,0,0,No,No,9
2013-11-20,37,0,0,No,No,15
2013-11-21,41,0,0,No,No,10
2013-11-22,46.9,0.03,0,Yes,No,14
2013-11-23,43,0.01,0,Yes,No,9
2013-11-24,23.2,0,0,No,No,8
2013-11-25,18.1,0,0,No,No,9
2013-11-26,37,0.83,0,No,No,19
2013-11-27,30.2,0.71,0,Yes,No,15
2013-11-28,23.2,0,0,No,No,6
2013-11-29,24.3,0,0,No,No,8
2013-11-30,27.1,0,0,No,No,5
2013-12-01,27.1,0,0,No,No,6
2013-12-02,36,0,0,Yes,No,11
2013-12-03,33.1,0,0,No,No,11
2013-12-04,53.1,0,0,Yes,No,15
2013-12-05,55,0.03,0,No,No,25
2013-12-06,64.9,0,0,No,No,10
2013-12-07,42.1,0.11,0,Yes,No,9
2013-12-08,33.1,0.05,0,Yes,No,11
2013-12-09,34,0.17,0,No,No,10
2013-12-10,28.2,0.47,0,No,No,17
2013-12-11,24.3,0,0,Yes,No,12
2013-12-12,25.2,0,0,No,No,10
2013-12-13,23.2,0,0,No,No,20
2013-12-14,37.9,0.85,0,No,No,14
2013-12-15,34,0.03,0,No,No,9
2013-12-16,28.2,0,0,No,No,11
2013-12-17,35.1,0,0,No,No,13
2013-12-18,31.1,0,0,No,No,11
2013-12-19,30.2,0,0,No,No,14
2013-12-20,43,0,0,No,No,21
2013-12-21,50,0,0,No,No,6
2013-12-22,64,0.28,0,Yes,No,11
2013-12-23,46.9,1.95,0,Yes,No,20
2013-12-24,29.1,0,0,No,No,10
2013-12-25,23.2,0,0,No,No,2
2013-12-26,24.3,0.03,0,No,No,5
2013-12-27,26.2,0,0,No,No,13
2013-12-28,25.2,0,0,No,No,4
2013-12-29,43,1.94,0,Yes,No,11
2013-12-30,35.1,0,0,Yes,No,12
2013-12-31,32,0,0,No,No,7
