"STATION","NAME","DATE","PRCP","SNOW","SNWD","WESD","WESF"
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-11-24","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-11-25","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-11-26","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-11-27","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-11-28","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-11-29","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-11-30","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-01","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-02","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-03","0.01","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-04","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-05","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-06","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-07","0.29","5.7","6",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-08","0.01","0.1","4",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-09","0.00","0.0","3",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-10","0.00","0.0","3",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-11","0.05","0.1","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-12","0.01","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-13","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-14","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-15","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-16","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-17","0.42","5.6","6",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-18","0.00","0.0","4",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-19","0.00","0.0","4",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-20","0.00","0.0","4",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-21","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-22","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-23","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-24","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-25","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-26","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-27","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-28","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-29","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-30","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2016-12-31","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-01","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-02","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-03","0.01","0.3","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-04","0.01","0.2","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-05","0.79","10.4","10",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-06","0.09","1.1","9",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-07","0.00","0.0","7",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-08","0.00","0.0","7",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-09","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-10","0.04","0.0",,"0.0",
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-11","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-12","0.01","0.2","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-13","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-14","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-15","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-16","0.28","3.9","4",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-17","0.09","1.3","4",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-18","0.00","0.0","3",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-19","0.00","0.0","1",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-20","0.00","0.0","1",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-21","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-22","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-23","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-24","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-25","0.02","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-26","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-27","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-28","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-29","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-30","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-01-31","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-01","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-02","0.11","0.1","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-03","0.01","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-04","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-05","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-06","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-07","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-08","0.01","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-09","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-10","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-11","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-12","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-13","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-14","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-15","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-16","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-17","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-18","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-19","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-20","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-21","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-22","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-23","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-24","0.45","7.2","7",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-25","0.00","0.0","4",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-26","0.00","0.0","3",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-27","0.00","0.0","2",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-02-28","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-01","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-02","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-03","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-04","0.00","0.0",,"0.0",
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-05","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-06","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-07","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-08","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-09","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-10","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-11","0.02","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-12","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-13","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-14","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-15","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-16","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-17","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-18","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-19","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-20","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-21","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-22","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-23","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-24","0.16","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-25","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-26","0.01","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-27","0.18","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-28","0.16","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-29","0.40","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-30","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-03-31","0.04","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-01","0.46","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-02","0.02","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-03","0.01","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-04","0.55","6.1","6",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-05","0.51","3.8","6",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-06","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-07","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-08","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-09","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-10","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-11","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-12","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-13","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-14","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-15","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-16","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-17","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-18","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-19","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-20","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-21","0.22","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-22","0.16","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-23","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-24","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-25","0.06","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-26","0.04","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-27","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-28","0.08","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-29","0.43","4.9","5",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-04-30","0.26","2.1","5",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-01","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-02","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-03","0.03","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-04","0.18","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-05","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-06","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-07","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-08","0.04","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-09","0.72","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-10","0.04","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-11","0.51","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-12","0.02","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-13","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-14","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-15","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-16","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-17","0.09","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-18","1.51","0.6","1",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-19","1.94","6.4","6",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-20","0.00","0.0","4",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-21","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-22","0.43","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-23","0.23","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-24","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-25","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-26","0.22","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-27","0.01","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-28","0.19","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-29","0.01","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-30","0.02","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-05-31","0.02","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-01","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-02","0.02","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-03","0.02","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-04","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-05","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-06","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-07","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-08","0.02","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-09","0.01","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-10","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-11","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-12","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-13","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-14","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-15","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-16","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-17","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-18","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-19","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-20","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-21","0.02","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-22","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-23","0.12","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-24","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-25","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-26","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-27","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-28","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-29","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-06-30","0.04","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-01","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-02","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-03","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-04","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-05","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-06","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-07","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-08","0.01",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-09","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-10","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-11","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-12","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-13","0.02",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-14","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-15","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-16","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-17","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-18","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-19","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-20","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-21","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-22","0.31",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-23","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-24","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-25","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-26","0.05",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-27","0.83",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-28","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-29","0.36",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-30","0.01",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-07-31","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-01","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-02","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-03","0.12",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-04","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-05","0.13",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-06","0.11",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-07","0.09",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-08","0.67",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-09","0.07",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-10","0.01",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-11","0.07",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-12","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-13","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-14","0.03","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-15","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-16","0.04",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-17","0.03",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-18","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-19","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-20","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-21","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-22","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-23","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-24","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-25","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-26","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-27","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-28","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-29","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-30","0.00","0.0",,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-08-31","0.00",,,,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-01","0.01","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-02","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-03","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-04","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-05","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-06","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-07","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-08","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-09","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-10","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-11","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-12","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-13","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-14","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-15","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-16","0.01","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-17","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-18","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-19","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-20","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-21","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-22","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-23","0.00","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-24","0.97","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-25","0.09","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-26","0.03","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-27","0.02","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-28","0.33","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-29","0.06","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-09-30","0.07","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-10-01","0.09","0.0","0",,
"US1COBO0030","BOULDER 1.9 SE, CO US","2017-10-02","0.66","0.0","0",,
